문장ID,원본용어번호,업무카테고리,관련카테고리,금융용어,용어성격,화자,발화유형,한국어 금융문장,생성구분,자연스러움,용어정확성,유사성,동일골격횟수,동일용어내최대유사도,최종판정,검수사유,자동수정안,재검수판정,재검수사유,최종사용문장
KO-FIN-04913,1229,채권,증권·예탁,registar,일반개념,고객,질문,registar이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.444,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,registar이 무엇인지 설명해 주세요.
KO-FIN-04917,1230,금융시장·거래,,registered competitive trader,일반개념,고객,질문,registered competitive trader이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.828,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,registered competitive trader이 무엇을 의미하나요?
KO-FIN-04921,1231,금융법규·감독,,REGULATION A,일반개념,고객,질문,REGULATION A이 금융거래에 어떻게 적용되나요?,용어기반,양호,정확,낮음,15,0.515,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,REGULATION A이 금융거래에 어떻게 적용되나요?
KO-FIN-04923,1231,금융법규·감독,,REGULATION A,일반개념,고객,상담,REGULATION A 때문에 추가로 확인해야 할 사항이 있나요?,용어기반,양호,정확,낮음,15,0.576,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,REGULATION A 때문에 추가로 확인해야 할 사항이 있나요?
KO-FIN-04925,1232,금융법규·감독,,REGULATION D,일반개념,고객,질문,REGULATION D이 금융거래에 어떻게 적용되나요?,용어기반,양호,정확,낮음,15,0.515,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,REGULATION D이 금융거래에 어떻게 적용되나요?
KO-FIN-04927,1232,금융법규·감독,,REGULATION D,일반개념,고객,상담,REGULATION D 때문에 추가로 확인해야 할 사항이 있나요?,용어기반,양호,정확,낮음,15,0.576,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,REGULATION D 때문에 추가로 확인해야 할 사항이 있나요?
KO-FIN-04932,1233,대출,,REGULATION G,일반개념,은행,안내,REGULATION G은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.,용어기반,양호,정확,높음,35,0.556,수정 권장,유사 문장구조 반복(35회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,REGULATION G은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.
KO-FIN-04935,1234,예금상품,,REGULATION Q,일반개념,고객,요청,REGULATION Q에 대해 상담받고 싶습니다.,용어기반,양호,정확,높음,40,0.593,수정 권장,유사 문장구조 반복(40회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,REGULATION Q에 대해 상담받고 싶습니다.
KO-FIN-04937,1235,증권·예탁,,REGULATION T,일반개념,고객,질문,REGULATION T이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.635,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,REGULATION T이 무엇인지 설명해 주세요.
KO-FIN-04941,1236,증권·예탁,대출,REGULATION U,일반개념,고객,질문,REGULATION U이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.635,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,REGULATION U이 무엇인지 설명해 주세요.
KO-FIN-04945,1237,지급결제·청산,금융시장·거래,RELIT,일반개념,고객,질문,RELIT이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.531,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,RELIT이 무엇인지 설명해 주세요.
KO-FIN-04949,1238,채권,,reorganization,일반개념,고객,질문,reorganization이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.545,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,reorganization이 무엇인지 설명해 주세요.
KO-FIN-04956,1239,대출,,repo-to-maturity,일반개념,은행,안내,repo-to-maturity은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.,용어기반,양호,정확,높음,35,0.6,수정 권장,유사 문장구조 반복(35회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,repo-to-maturity은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.
KO-FIN-04957,1240,채권,증권·예탁 / 금융시장·거래 / 대출,repo/RP,일반개념,고객,질문,repo/RP이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.423,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,repo/RP이 무엇인지 설명해 주세요.
KO-FIN-04961,1241,지급결제·청산,금융기관·은행,RGV,일반개념,고객,질문,RGV이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.489,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,RGV이 무엇인지 설명해 주세요.
KO-FIN-04965,1242,금융시장·거래,,round lot,일반개념,고객,질문,round lot이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.681,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,round lot이 무엇을 의미하나요?
KO-FIN-04969,1243,증권·예탁,,RSI,일반개념,고객,질문,RSI이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.489,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,RSI이 무엇인지 설명해 주세요.
KO-FIN-04975,1244,자산운용·투자,,rule OF 72,일반개념,고객,확인,rule OF 72과 관련된 투자 정보를 확인하고 싶습니다.,용어기반,양호,정확,높음,55,0.579,수정 권장,유사 문장구조 반복(55회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,rule OF 72과 관련된 투자 정보를 확인하고 싶습니다.
KO-FIN-04977,1245,증권·예탁,,rule of fair practice,일반개념,고객,질문,rule of fair practice이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.716,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,rule of fair practice이 무엇인지 설명해 주세요.
KO-FIN-04981,1246,증권·예탁,,RVP,일반개념,고객,질문,RVP이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.489,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,RVP이 무엇인지 설명해 주세요.
KO-FIN-04985,1247,지급결제·청산,,S&R,일반개념,고객,질문,S&R이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.489,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,S&R이 무엇인지 설명해 주세요.
KO-FIN-04989,1248,증권·예탁,,SAFE 21,일반개념,고객,질문,SAFE 21이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.566,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,SAFE 21이 무엇인지 설명해 주세요.
KO-FIN-04993,1249,주식,,Saturday night special,일반개념,고객,질문,Saturday night special이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.658,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,Saturday night special이 무엇인지 설명해 주세요.
KO-FIN-04997,1250,주식,,SCHEDULE 13D,일반개념,고객,질문,SCHEDULE 13D이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.542,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,SCHEDULE 13D이 무엇인지 설명해 주세요.
KO-FIN-05001,1251,금융시장·거래,,SECOM,일반개념,고객,질문,SECOM이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.615,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,SECOM이 무엇을 의미하나요?
KO-FIN-05005,1252,금융시장·거래,,SEDOL,일반개념,고객,질문,SEDOL이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.615,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,SEDOL이 무엇을 의미하나요?
KO-FIN-05009,1253,증권·예탁,,SEGA,일반개념,고객,질문,SEGA이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.511,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,SEGA이 무엇인지 설명해 주세요.
KO-FIN-05013,1254,증권·예탁,,segregation of securities,일반개념,고객,질문,segregation of securities이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.742,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,segregation of securities이 무엇인지 설명해 주세요.
KO-FIN-05017,1255,채권,,settlement,일반개념,고객,질문,settlement이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.483,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,settlement이 무엇인지 설명해 주세요.
KO-FIN-05021,1256,금융시장·거래,,SIAC,일반개념,고객,질문,SIAC이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.595,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,SIAC이 무엇을 의미하나요?
KO-FIN-05025,1257,증권·예탁,,SICOVAM,일반개념,고객,질문,SICOVAM이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.566,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,SICOVAM이 무엇인지 설명해 주세요.
